ensg	ensp	name
ENSMUSG00000014668	ENSMUSP00000098492 	Chfr
ENSMUSG00000025702	ENSMUSP00000098594 	March8
ENSMUSG00000021203	ENSMUSP00000098655 	Otub2
ENSMUSG00000035357	ENSMUSP00000098676 	Pdzrn3
ENSMUSG00000054920	ENSMUSP00000098752 	Klhl5
ENSMUSG00000054920	ENSMUSP00000098753 	Klhl5
ENSMUSG00000056342	ENSMUSP00000099007 	Usp34
ENSMUSG00000020659	ENSMUSP00000099038 	Cbll1
ENSMUSG00000073176	ENSMUSP00000099096 	Zfp449
ENSMUSG00000016940	ENSMUSP00000099324 	Kctd2
ENSMUSG00000018363	ENSMUSP00000099356 	Smurf2
ENSMUSG00000020883	ENSMUSP00000099432 	Fbxl20
ENSMUSG00000018537	ENSMUSP00000099437 	Pcgf2
ENSMUSG00000023286	ENSMUSP00000099464 	Ube2j2
ENSMUSG00000029060	ENSMUSP00000099465 	Mib2
ENSMUSG00000029047	ENSMUSP00000099469 	Pex10
ENSMUSG00000028960	ENSMUSP00000099501 	Ube4b
ENSMUSG00000020850	ENSMUSP00000099568 	Prpf8
ENSMUSG00000068580	ENSMUSP00000099577 	Zfyve19
ENSMUSG00000027180	ENSMUSP00000099625 	Fbxo3
ENSMUSG00000001098	ENSMUSP00000099641 	Kctd10
ENSMUSG00000027078	ENSMUSP00000099702 	Ube2l6
ENSMUSG00000010086	ENSMUSP00000099722 	Rnf112
ENSMUSG00000028677	ENSMUSP00000099751 	Rnf220
ENSMUSG00000052997	ENSMUSP00000099807 	Uba2
ENSMUSG00000026977	ENSMUSP00000099808 	March7
ENSMUSG00000026977	ENSMUSP00000099809 	March7
ENSMUSG00000026988	ENSMUSP00000099812 	Wdsub1
ENSMUSG00000020376	ENSMUSP00000099837 	Rnf130
ENSMUSG00000050714	ENSMUSP00000099850 	Zbtb26
ENSMUSG00000026854	ENSMUSP00000099913 	Usp20
ENSMUSG00000032656	ENSMUSP00000099976 	March3
ENSMUSG00000041164	ENSMUSP00000099978 	Zmiz2
ENSMUSG00000035696	ENSMUSP00000099998 	Rnf38
ENSMUSG00000039159	ENSMUSP00000100058 	Ube2h
ENSMUSG00000078179	ENSMUSP00000100592 	Rnf148
ENSMUSG00000043415	ENSMUSP00000100617 	Otud1
ENSMUSG00000078209	ENSMUSP00000100624 	Gm14374
ENSMUSG00000078211	ENSMUSP00000100626 	Gm3763
ENSMUSG00000078213	ENSMUSP00000100628 	Gm3750
ENSMUSG00000078215	ENSMUSP00000100630 	Gm10921
ENSMUSG00000078216	ENSMUSP00000100631 	Gm10922
ENSMUSG00000078217	ENSMUSP00000100632 	Gm14347
ENSMUSG00000078219	ENSMUSP00000100634 	Gm3701
ENSMUSG00000078220	ENSMUSP00000100635 	Gm14351
ENSMUSG00000078221	ENSMUSP00000100636 	Gm14345
ENSMUSG00000078222	ENSMUSP00000100637 	Gm14346
ENSMUSG00000078323	ENSMUSP00000100748 	Gm2964
ENSMUSG00000078324	ENSMUSP00000100749 	Gm2933
ENSMUSG00000078325	ENSMUSP00000100750 	Gm2927
ENSMUSG00000078326	ENSMUSP00000100751 	Gm2913
ENSMUSG00000078330	ENSMUSP00000100755 	Gm2825
ENSMUSG00000078332	ENSMUSP00000100757 	Gmcl1l
ENSMUSG00000078333	ENSMUSP00000100758 	Gm2799
ENSMUSG00000078335	ENSMUSP00000100760 	Gm2784
ENSMUSG00000078336	ENSMUSP00000100761 	Gm2777
ENSMUSG00000025373	ENSMUSP00000100869 	Rnf41
ENSMUSG00000005682	ENSMUSP00000100870 	Pan2
ENSMUSG00000020124	ENSMUSP00000100894 	Usp15
ENSMUSG00000020184	ENSMUSP00000100898 	Mdm2
ENSMUSG00000020042	ENSMUSP00000100943 	Btbd11
ENSMUSG00000020042	ENSMUSP00000100944 	Btbd11
ENSMUSG00000048696	ENSMUSP00000100987 	Mex3d
ENSMUSG00000000731	ENSMUSP00000101035 	Aire
ENSMUSG00000019826	ENSMUSP00000101147 	Zbtb24
ENSMUSG00000078484	ENSMUSP00000101194 	Klhl17
ENSMUSG00000023286	ENSMUSP00000101206 	Ube2j2
ENSMUSG00000023286	ENSMUSP00000101207 	Ube2j2
ENSMUSG00000023286	ENSMUSP00000101208 	Ube2j2
ENSMUSG00000039911	ENSMUSP00000101309 	Spsb1
ENSMUSG00000039911	ENSMUSP00000101310 	Spsb1
ENSMUSG00000029001	ENSMUSP00000101329 	Fbxo44
ENSMUSG00000029001	ENSMUSP00000101330 	Fbxo44
ENSMUSG00000055401	ENSMUSP00000101331 	Fbxo6
ENSMUSG00000041241	ENSMUSP00000101439 	Mul1
ENSMUSG00000041241	ENSMUSP00000101440 	Mul1
ENSMUSG00000043411	ENSMUSP00000101465 	Usp48
ENSMUSG00000043411	ENSMUSP00000101466 	Usp48
ENSMUSG00000043411	ENSMUSP00000101467 	Usp48
ENSMUSG00000043411	ENSMUSP00000101468 	Usp48
ENSMUSG00000028834	ENSMUSP00000101501 	Trim63
ENSMUSG00000038611	ENSMUSP00000101648 	Phrf1
ENSMUSG00000048485	ENSMUSP00000101661 	Zbtb8b
ENSMUSG00000025170	ENSMUSP00000101713 	Rab40b
ENSMUSG00000030967	ENSMUSP00000101763 	Zranb1
ENSMUSG00000042828	ENSMUSP00000101855 	Trim72
ENSMUSG00000030811	ENSMUSP00000101884 	Fbxl19
ENSMUSG00000078578	ENSMUSP00000101898 	Ube2d3
ENSMUSG00000033909	ENSMUSP00000101901 	Usp36
ENSMUSG00000033909	ENSMUSP00000101903 	Usp36
ENSMUSG00000052949	ENSMUSP00000102006 	Rnf157
ENSMUSG00000054517	ENSMUSP00000102048 	Trim65
ENSMUSG00000020773	ENSMUSP00000102049 	Trim47
ENSMUSG00000028696	ENSMUSP00000102088 	Ipp
ENSMUSG00000016940	ENSMUSP00000102143 	Kctd2
ENSMUSG00000016940	ENSMUSP00000102144 	Kctd2
ENSMUSG00000059263	ENSMUSP00000102263 	Usp47
ENSMUSG00000059263	ENSMUSP00000102264 	Usp47
ENSMUSG00000030788	ENSMUSP00000102293 	Rnf141
ENSMUSG00000031026	ENSMUSP00000102352 	Trim66
ENSMUSG00000036989	ENSMUSP00000102401 	Trim3
ENSMUSG00000036989	ENSMUSP00000102403 	Trim3
ENSMUSG00000036989	ENSMUSP00000102404 	Trim3
ENSMUSG00000062369	ENSMUSP00000102427 	Dub1a
ENSMUSG00000078616	ENSMUSP00000102441 	Trim30c
ENSMUSG00000052749	ENSMUSP00000102444 	Trim30b
ENSMUSG00000066258	ENSMUSP00000102450 	Trim12a
ENSMUSG00000066258	ENSMUSP00000102452 	Trim12a
ENSMUSG00000060441	ENSMUSP00000102457 	Trim5
ENSMUSG00000090215	ENSMUSP00000102460 	Trim34b
ENSMUSG00000056144	ENSMUSP00000102461 	Trim34a
ENSMUSG00000056144	ENSMUSP00000102462 	Trim34a
ENSMUSG00000056144	ENSMUSP00000102467 	Trim34a
ENSMUSG00000033014	ENSMUSP00000102473 	Trim33
ENSMUSG00000058976	ENSMUSP00000102505 	Usp17l5
ENSMUSG00000030966	ENSMUSP00000102526 	Trim21
ENSMUSG00000070426	ENSMUSP00000102566 	Rnf121
ENSMUSG00000069733	ENSMUSP00000102592 	Ube2u
ENSMUSG00000033233	ENSMUSP00000102593 	Trim45
ENSMUSG00000028101	ENSMUSP00000102691 	Pias3
ENSMUSG00000028101	ENSMUSP00000102692 	Pias3
ENSMUSG00000051675	ENSMUSP00000102989 	Trim32
ENSMUSG00000001558	ENSMUSP00000103018 	Klhl10
ENSMUSG00000028042	ENSMUSP00000103055 	Zbtb7b
ENSMUSG00000028042	ENSMUSP00000103056 	Zbtb7b
ENSMUSG00000028042	ENSMUSP00000103058 	Zbtb7b
ENSMUSG00000063851	ENSMUSP00000103078 	Rnf183
ENSMUSG00000063851	ENSMUSP00000103079 	Rnf183
ENSMUSG00000042766	ENSMUSP00000103087 	Trim46
ENSMUSG00000042766	ENSMUSP00000103088 	Trim46
ENSMUSG00000025326	ENSMUSP00000103161 	Ube3a
ENSMUSG00000028086	ENSMUSP00000103302 	Fbxw7
ENSMUSG00000028086	ENSMUSP00000103305 	Fbxw7
ENSMUSG00000028086	ENSMUSP00000103306 	Fbxw7
ENSMUSG00000027993	ENSMUSP00000103319 	Trim2
ENSMUSG00000027993	ENSMUSP00000103320 	Trim2
ENSMUSG00000027993	ENSMUSP00000103321 	Trim2
ENSMUSG00000027993	ENSMUSP00000103323 	Trim2
ENSMUSG00000057522	ENSMUSP00000103350 	Spop
ENSMUSG00000057522	ENSMUSP00000103352 	Spop
ENSMUSG00000038201	ENSMUSP00000103403 	Kcna7
ENSMUSG00000034317	ENSMUSP00000103432 	Trim59
ENSMUSG00000049657	ENSMUSP00000103447 	Zbtb5
ENSMUSG00000003421	ENSMUSP00000103460 	Nosip
ENSMUSG00000003421	ENSMUSP00000103461 	Nosip
ENSMUSG00000035696	ENSMUSP00000103467 	Rnf38
ENSMUSG00000000275	ENSMUSP00000103527 	Trim25
ENSMUSG00000000275	ENSMUSP00000103528 	Trim25
ENSMUSG00000062785	ENSMUSP00000103538 	Kcnc3
ENSMUSG00000062785	ENSMUSP00000103539 	Kcnc3
ENSMUSG00000062785	ENSMUSP00000103540 	Kcnc3
ENSMUSG00000030499	ENSMUSP00000103704 	Kctd15
ENSMUSG00000030499	ENSMUSP00000103705 	Kctd15
ENSMUSG00000000804	ENSMUSP00000103710 	Usp32
ENSMUSG00000018733	ENSMUSP00000103781 	Pex12
ENSMUSG00000006310	ENSMUSP00000103786 	Zbtb32
ENSMUSG00000020696	ENSMUSP00000103808 	Rffl
ENSMUSG00000040270	ENSMUSP00000103814 	Bach2
ENSMUSG00000040270	ENSMUSP00000103815 	Bach2
ENSMUSG00000040387	ENSMUSP00000103848 	Klhl32
ENSMUSG00000040387	ENSMUSP00000103849 	Klhl32
ENSMUSG00000040387	ENSMUSP00000103852 	Klhl32
ENSMUSG00000040387	ENSMUSP00000103853 	Klhl32
ENSMUSG00000056900	ENSMUSP00000103863 	Usp13
ENSMUSG00000030584	ENSMUSP00000103865 	Dpf1
ENSMUSG00000030584	ENSMUSP00000103866 	Dpf1
ENSMUSG00000040455	ENSMUSP00000103867 	Usp45
ENSMUSG00000041058	ENSMUSP00000103881 	Wwp1
ENSMUSG00000017615	ENSMUSP00000103912 	Tnfaip1
ENSMUSG00000030598	ENSMUSP00000103913 	Fbxo17
ENSMUSG00000030598	ENSMUSP00000103914 	Fbxo17
ENSMUSG00000037463	ENSMUSP00000103916 	Fbxo27
ENSMUSG00000070388	ENSMUSP00000104144 	Fbxo39
ENSMUSG00000018750	ENSMUSP00000104278 	Zbtb4
ENSMUSG00000018750	ENSMUSP00000104279 	Zbtb4
ENSMUSG00000018750	ENSMUSP00000104280 	Zbtb4
ENSMUSG00000018750	ENSMUSP00000104282 	Zbtb4
ENSMUSG00000018474	ENSMUSP00000104301 	Chd3
ENSMUSG00000020905	ENSMUSP00000104317 	Usp43
ENSMUSG00000020455	ENSMUSP00000104437 	Trim11
ENSMUSG00000020455	ENSMUSP00000104438 	Trim11
ENSMUSG00000038840	ENSMUSP00000104503 	Birc7
ENSMUSG00000031826	ENSMUSP00000104610 	Usp10
ENSMUSG00000031826	ENSMUSP00000104616 	Usp10
ENSMUSG00000036309	ENSMUSP00000104700 	Skp1a
ENSMUSG00000020390	ENSMUSP00000104714 	Ube2b
ENSMUSG00000039738	ENSMUSP00000104809 	Slx4
ENSMUSG00000074575	ENSMUSP00000104815 	Kcng1
ENSMUSG00000078923	ENSMUSP00000104830 	Ube2v1
ENSMUSG00000006418	ENSMUSP00000104837 	Rnf114
ENSMUSG00000040350	ENSMUSP00000104838 	Trim7
ENSMUSG00000033228	ENSMUSP00000104853 	Scaf11
ENSMUSG00000021754	ENSMUSP00000104890 	Map3k1
ENSMUSG00000020271	ENSMUSP00000104991 	Fbxw11
ENSMUSG00000004018	ENSMUSP00000105135 	Fancl
ENSMUSG00000031667	ENSMUSP00000105238 	Aktip
ENSMUSG00000036712	ENSMUSP00000105254 	Cyld
ENSMUSG00000044966	ENSMUSP00000105263 	Fbxo48
ENSMUSG00000045333	ENSMUSP00000105282 	Zfp423
ENSMUSG00000027598	ENSMUSP00000105307 	Itch
ENSMUSG00000041164	ENSMUSP00000105408 	Zmiz2
ENSMUSG00000041164	ENSMUSP00000105409 	Zmiz2
ENSMUSG00000041164	ENSMUSP00000105410 	Zmiz2
ENSMUSG00000027466	ENSMUSP00000105473 	Rbck1
ENSMUSG00000041961	ENSMUSP00000105493 	Znrf3
ENSMUSG00000020448	ENSMUSP00000105653 	Rnf185
ENSMUSG00000020453	ENSMUSP00000105670 	Patz1
ENSMUSG00000020453	ENSMUSP00000105672 	Patz1
ENSMUSG00000038068	ENSMUSP00000105738 	Rnf144b
ENSMUSG00000048911	ENSMUSP00000105823 	Rnf24
ENSMUSG00000036469	ENSMUSP00000105882 	March1
ENSMUSG00000036469	ENSMUSP00000105884 	March1
ENSMUSG00000036469	ENSMUSP00000105885 	March1
ENSMUSG00000036469	ENSMUSP00000105887 	March1
ENSMUSG00000036469	ENSMUSP00000105888 	March1
ENSMUSG00000031642	ENSMUSP00000105920 	Sh3rf1
ENSMUSG00000038206	ENSMUSP00000105951 	Fbxo8
ENSMUSG00000027363	ENSMUSP00000106046 	Usp8
ENSMUSG00000021301	ENSMUSP00000106145 	Hecw1
ENSMUSG00000021071	ENSMUSP00000106149 	Trim9
ENSMUSG00000021071	ENSMUSP00000106151 	Trim9
ENSMUSG00000013878	ENSMUSP00000106204 	Rnf170
ENSMUSG00000013878	ENSMUSP00000106206 	Rnf170
ENSMUSG00000013878	ENSMUSP00000106208 	Rnf170
ENSMUSG00000054115	ENSMUSP00000106215 	Skp2
ENSMUSG00000021156	ENSMUSP00000106263 	Zmynd11
ENSMUSG00000021156	ENSMUSP00000106265 	Zmynd11
ENSMUSG00000038780	ENSMUSP00000106305 	Smurf1
ENSMUSG00000066640	ENSMUSP00000106394 	Fbxl18
ENSMUSG00000019494	ENSMUSP00000106576 	Cops6
ENSMUSG00000022106	ENSMUSP00000106577 	Rcbtb2
ENSMUSG00000027180	ENSMUSP00000106765 	Fbxo3
ENSMUSG00000027180	ENSMUSP00000106766 	Fbxo3
ENSMUSG00000004947	ENSMUSP00000106772 	Dtx2
ENSMUSG00000004947	ENSMUSP00000106774 	Dtx2
ENSMUSG00000004947	ENSMUSP00000106775 	Dtx2
ENSMUSG00000053388	ENSMUSP00000106811 	Trim50
ENSMUSG00000035469	ENSMUSP00000106886 	Rcbtb1
ENSMUSG00000058318	ENSMUSP00000106923 	Phf21a
ENSMUSG00000058318	ENSMUSP00000106924 	Phf21a
ENSMUSG00000058318	ENSMUSP00000106925 	Phf21a
ENSMUSG00000053483	ENSMUSP00000106936 	Usp21
ENSMUSG00000053483	ENSMUSP00000106938 	Usp21
ENSMUSG00000002104	ENSMUSP00000107072 	Rapsn
ENSMUSG00000002104	ENSMUSP00000107073 	Rapsn
ENSMUSG00000033417	ENSMUSP00000107086 	2700078E11Rik
ENSMUSG00000005505	ENSMUSP00000107089 	Kbtbd4
ENSMUSG00000071425	ENSMUSP00000107104 	Gm10332
ENSMUSG00000026705	ENSMUSP00000107238 	Klhl20
ENSMUSG00000029458	ENSMUSP00000107395 	Brap
ENSMUSG00000006435	ENSMUSP00000107438 	Neurl1a
ENSMUSG00000006435	ENSMUSP00000107439 	Neurl1a
ENSMUSG00000079259	ENSMUSP00000107447 	Trim71
ENSMUSG00000023150	ENSMUSP00000107518 	Ivns1abp
ENSMUSG00000054792	ENSMUSP00000107564 	Klhl18
ENSMUSG00000054792	ENSMUSP00000107565 	Klhl18
ENSMUSG00000025217	ENSMUSP00000107567 	Btrc
ENSMUSG00000025217	ENSMUSP00000107571 	Btrc
ENSMUSG00000029364	ENSMUSP00000107590 	Wsb2
ENSMUSG00000079284	ENSMUSP00000107670 	Fbxw28
ENSMUSG00000079284	ENSMUSP00000107671 	Fbxw28
ENSMUSG00000054087	ENSMUSP00000107672 	Fbxw14
ENSMUSG00000021902	ENSMUSP00000107682 	Phf7
ENSMUSG00000041740	ENSMUSP00000107725 	Rnf10
ENSMUSG00000041740	ENSMUSP00000107726 	Rnf10
ENSMUSG00000035299	ENSMUSP00000107732 	Mid1
ENSMUSG00000035299	ENSMUSP00000107733 	Mid1
ENSMUSG00000079303	ENSMUSP00000107756 	Zfp131
ENSMUSG00000079303	ENSMUSP00000107761 	Zfp131
ENSMUSG00000026455	ENSMUSP00000107851 	Klhl12
ENSMUSG00000038077	ENSMUSP00000107861 	Kcna6
ENSMUSG00000044308	ENSMUSP00000107870 	Ubr3
ENSMUSG00000023307	ENSMUSP00000108010 	March5
ENSMUSG00000014668	ENSMUSP00000108138 	Chfr
ENSMUSG00000041633	ENSMUSP00000108191 	Kctd12b
ENSMUSG00000033623	ENSMUSP00000108216 	Pcgf3
ENSMUSG00000025261	ENSMUSP00000108241 	Huwe1
ENSMUSG00000049672	ENSMUSP00000108294 	Zfp161
ENSMUSG00000049672	ENSMUSP00000108296 	Zfp161
ENSMUSG00000029312	ENSMUSP00000108436 	Klhl8
ENSMUSG00000066798	ENSMUSP00000108554 	Zbtb6
ENSMUSG00000075376	ENSMUSP00000108556 	Rc3h2
ENSMUSG00000075376	ENSMUSP00000108558 	Rc3h2
ENSMUSG00000051234	ENSMUSP00000108581 	Rnf7
ENSMUSG00000000266	ENSMUSP00000108612 	Mid2
ENSMUSG00000000266	ENSMUSP00000108614 	Mid2
ENSMUSG00000000266	ENSMUSP00000108617 	Mid2
ENSMUSG00000031438	ENSMUSP00000108649 	Rnf128
ENSMUSG00000031438	ENSMUSP00000108650 	Rnf128
ENSMUSG00000001228	ENSMUSP00000108658 	Uhrf1
ENSMUSG00000001228	ENSMUSP00000108661 	Uhrf1
ENSMUSG00000001228	ENSMUSP00000108662 	Uhrf1
ENSMUSG00000035949	ENSMUSP00000108698 	Fbxw2
ENSMUSG00000035949	ENSMUSP00000108700 	Fbxw2
ENSMUSG00000035949	ENSMUSP00000108701 	Fbxw2
ENSMUSG00000035949	ENSMUSP00000108703 	Fbxw2
ENSMUSG00000035949	ENSMUSP00000108704 	Fbxw2
ENSMUSG00000024740	ENSMUSP00000108705 	Ddb1
ENSMUSG00000005501	ENSMUSP00000108778 	Usp40
ENSMUSG00000026788	ENSMUSP00000108781 	Zbtb43
ENSMUSG00000068966	ENSMUSP00000108783 	Zbtb34
ENSMUSG00000030254	ENSMUSP00000108803 	Rad18
ENSMUSG00000030254	ENSMUSP00000108805 	Rad18
ENSMUSG00000030254	ENSMUSP00000108807 	Rad18
ENSMUSG00000026792	ENSMUSP00000108825 	Lrsam1
ENSMUSG00000031255	ENSMUSP00000108919 	Sytl4
ENSMUSG00000031255	ENSMUSP00000108922 	Sytl4
ENSMUSG00000023977	ENSMUSP00000108961 	Ubr2
ENSMUSG00000023977	ENSMUSP00000108963 	Ubr2
ENSMUSG00000025597	ENSMUSP00000108997 	Klhl4
ENSMUSG00000025597	ENSMUSP00000108998 	Klhl4
ENSMUSG00000035898	ENSMUSP00000109000 	Uba6
ENSMUSG00000040327	ENSMUSP00000109068 	Cul9
ENSMUSG00000031229	ENSMUSP00000109203 	Atrx
ENSMUSG00000032217	ENSMUSP00000109225 	Rnf111
ENSMUSG00000001157	ENSMUSP00000109309 	Gmcl1
ENSMUSG00000045409	ENSMUSP00000109336 	Trim39
ENSMUSG00000026171	ENSMUSP00000109350 	Rnf25
ENSMUSG00000046962	ENSMUSP00000109363 	Zfp295
ENSMUSG00000034403	ENSMUSP00000109420 	Pja1
ENSMUSG00000034403	ENSMUSP00000109421 	Pja1
ENSMUSG00000034403	ENSMUSP00000109423 	Pja1
ENSMUSG00000034403	ENSMUSP00000109428 	Pja1
ENSMUSG00000043929	ENSMUSP00000109541 	Klhl15
ENSMUSG00000043929	ENSMUSP00000109544 	Klhl15
ENSMUSG00000043929	ENSMUSP00000109548 	Klhl15
ENSMUSG00000043929	ENSMUSP00000109549 	Klhl15
ENSMUSG00000039753	ENSMUSP00000109681 	Fbxl5
ENSMUSG00000031201	ENSMUSP00000109708 	Brcc3
ENSMUSG00000031201	ENSMUSP00000109709 	Brcc3
ENSMUSG00000055850	ENSMUSP00000109729 	Rnf181
ENSMUSG00000029127	ENSMUSP00000109748 	Zbtb49
ENSMUSG00000036986	ENSMUSP00000109771 	Pml
ENSMUSG00000026932	ENSMUSP00000109796 	Nacc2
ENSMUSG00000052656	ENSMUSP00000109817 	Rnf103
ENSMUSG00000026942	ENSMUSP00000109872 	Traf2
ENSMUSG00000029804	ENSMUSP00000109925 	Herc3
ENSMUSG00000059486	ENSMUSP00000109960 	Kbtbd2
ENSMUSG00000059486	ENSMUSP00000109962 	Kbtbd2
ENSMUSG00000044628	ENSMUSP00000109995 	Rnf208
ENSMUSG00000054770	ENSMUSP00000110052 	Kctd18
ENSMUSG00000079562	ENSMUSP00000110093 	Maea
ENSMUSG00000022637	ENSMUSP00000110115 	Cblb
ENSMUSG00000064061	ENSMUSP00000110161 	Dzip3
ENSMUSG00000062077	ENSMUSP00000110284 	Trim54
ENSMUSG00000062077	ENSMUSP00000110285 	Trim54
ENSMUSG00000026739	ENSMUSP00000110300 	Bmi1
ENSMUSG00000022708	ENSMUSP00000110338 	Zbtb20
ENSMUSG00000022708	ENSMUSP00000110339 	Zbtb20
ENSMUSG00000022708	ENSMUSP00000110342 	Zbtb20
ENSMUSG00000022708	ENSMUSP00000110343 	Zbtb20
ENSMUSG00000025423	ENSMUSP00000110424 	Pias2
ENSMUSG00000025423	ENSMUSP00000110425 	Pias2
ENSMUSG00000047746	ENSMUSP00000110454 	Fbxo40
ENSMUSG00000058594	ENSMUSP00000110461 	Fbxo18
ENSMUSG00000029922	ENSMUSP00000110471 	Mkrn1
ENSMUSG00000053128	ENSMUSP00000110478 	Rnf26
ENSMUSG00000032010	ENSMUSP00000110479 	Usp2
ENSMUSG00000055780	ENSMUSP00000110519 	Usp26
ENSMUSG00000049502	ENSMUSP00000110535 	Dtx3l
ENSMUSG00000038784	ENSMUSP00000110640 	Cnot4
ENSMUSG00000038784	ENSMUSP00000110645 	Cnot4
ENSMUSG00000025860	ENSMUSP00000110746 	Xiap
ENSMUSG00000025860	ENSMUSP00000110747 	Xiap
ENSMUSG00000031095	ENSMUSP00000110771 	Cul4b
ENSMUSG00000048047	ENSMUSP00000110795 	Zbtb33
ENSMUSG00000047412	ENSMUSP00000110877 	Zbtb44
ENSMUSG00000048520	ENSMUSP00000110889 	Fbxl13
ENSMUSG00000036782	ENSMUSP00000110968 	Klhl13
ENSMUSG00000036782	ENSMUSP00000110971 	Klhl13
ENSMUSG00000036782	ENSMUSP00000110972 	Klhl13
ENSMUSG00000036782	ENSMUSP00000110974 	Klhl13
ENSMUSG00000079658	ENSMUSP00000111009 	Tceb1
ENSMUSG00000051956	ENSMUSP00000111011 	Rnf133
ENSMUSG00000072082	ENSMUSP00000111048 	Ccnf
ENSMUSG00000033653	ENSMUSP00000111055 	Vps8
ENSMUSG00000031010	ENSMUSP00000111126 	Usp9x
ENSMUSG00000029629	ENSMUSP00000111173 	Phf14
ENSMUSG00000031154	ENSMUSP00000111329 	Otud5
ENSMUSG00000031154	ENSMUSP00000111330 	Otud5
ENSMUSG00000031154	ENSMUSP00000111331 	Otud5
ENSMUSG00000031154	ENSMUSP00000111332 	Otud5
ENSMUSG00000032000	ENSMUSP00000111338 	Birc3
ENSMUSG00000022761	ENSMUSP00000111345 	Lztr1
ENSMUSG00000050240	ENSMUSP00000111362 	Hic2
ENSMUSG00000038965	ENSMUSP00000111363 	Ube2l3
ENSMUSG00000038965	ENSMUSP00000111364 	Ube2l3
ENSMUSG00000022771	ENSMUSP00000111384 	Ppil2
ENSMUSG00000022771	ENSMUSP00000111386 	Ppil2
ENSMUSG00000046269	ENSMUSP00000111409 	Usp27x
ENSMUSG00000022674	ENSMUSP00000111443 	Ube2v2
ENSMUSG00000022710	ENSMUSP00000111502 	Usp7
ENSMUSG00000024231	ENSMUSP00000111538 	Cul2
ENSMUSG00000069053	ENSMUSP00000111560 	Ube1y1
ENSMUSG00000079840	ENSMUSP00000111627 	Zfp131
ENSMUSG00000079840	ENSMUSP00000111629 	Zfp131
ENSMUSG00000070661	ENSMUSP00000111780 	Rnf186
ENSMUSG00000040415	ENSMUSP00000111937 	Dtx3
ENSMUSG00000026455	ENSMUSP00000112227 	Klhl12
ENSMUSG00000031201	ENSMUSP00000112264 	Brcc3
ENSMUSG00000032405	ENSMUSP00000112265 	Pias1
ENSMUSG00000047879	ENSMUSP00000112368 	Usp14
ENSMUSG00000031667	ENSMUSP00000112375 	Aktip
ENSMUSG00000022750	ENSMUSP00000112412 	Klhl22
ENSMUSG00000039753	ENSMUSP00000112444 	Fbxl5
ENSMUSG00000021277	ENSMUSP00000112517 	Traf3
ENSMUSG00000035509	ENSMUSP00000112518 	Fbxl21
ENSMUSG00000031446	ENSMUSP00000112525 	Cul4a
ENSMUSG00000025340	ENSMUSP00000112537 	Rabgef1
ENSMUSG00000033182	ENSMUSP00000112581 	Kbtbd12
ENSMUSG00000059890	ENSMUSP00000112632 	Ube4a
ENSMUSG00000033653	ENSMUSP00000112636 	Vps8
ENSMUSG00000042744	ENSMUSP00000112647 	Gm15800
ENSMUSG00000035509	ENSMUSP00000112714 	Fbxl21
ENSMUSG00000025939	ENSMUSP00000112741 	Ube2w
ENSMUSG00000038204	ENSMUSP00000112743 	Asb10
ENSMUSG00000032307	ENSMUSP00000112745 	Ube2q2
ENSMUSG00000034177	ENSMUSP00000112748 	Rnf43
ENSMUSG00000079605	ENSMUSP00000112778 	Zbtb9
ENSMUSG00000023286	ENSMUSP00000112785 	Ube2j2
ENSMUSG00000038695	ENSMUSP00000112796 	Josd2
ENSMUSG00000040785	ENSMUSP00000112801 	Ttc3
ENSMUSG00000056537	ENSMUSP00000112820 	Rlim
ENSMUSG00000022043	ENSMUSP00000112877 	Trim35
ENSMUSG00000005936	ENSMUSP00000112890 	Kctd20
ENSMUSG00000032850	ENSMUSP00000112903 	Rnft2
ENSMUSG00000033653	ENSMUSP00000112937 	Vps8
ENSMUSG00000024776	ENSMUSP00000112938 	Stambpl1
ENSMUSG00000054087	ENSMUSP00000112951 	Fbxw14
ENSMUSG00000005936	ENSMUSP00000112957 	Kctd20
ENSMUSG00000029685	ENSMUSP00000112965 	Asb15
ENSMUSG00000029228	ENSMUSP00000113035 	Lnx1
ENSMUSG00000029833	ENSMUSP00000113063 	Trim24
ENSMUSG00000038695	ENSMUSP00000113172 	Josd2
ENSMUSG00000035293	ENSMUSP00000113191 	G2e3
ENSMUSG00000001786	ENSMUSP00000113222 	Fbxo7
ENSMUSG00000038695	ENSMUSP00000113226 	Josd2
ENSMUSG00000001786	ENSMUSP00000113263 	Fbxo7
ENSMUSG00000025437	ENSMUSP00000113265 	Usp33
ENSMUSG00000035293	ENSMUSP00000113270 	G2e3
ENSMUSG00000042807	ENSMUSP00000113283 	Hecw2
ENSMUSG00000038695	ENSMUSP00000113313 	Josd2
ENSMUSG00000038204	ENSMUSP00000113328 	Asb10
ENSMUSG00000032307	ENSMUSP00000113336 	Ube2q2
ENSMUSG00000064061	ENSMUSP00000113344 	Dzip3
ENSMUSG00000059890	ENSMUSP00000113346 	Ube4a
ENSMUSG00000020027	ENSMUSP00000113378 	Socs2
ENSMUSG00000031667	ENSMUSP00000113379 	Aktip
ENSMUSG00000035011	ENSMUSP00000113428 	Zbtb7a
ENSMUSG00000040896	ENSMUSP00000113436 	Kcnd3
ENSMUSG00000033653	ENSMUSP00000113447 	Vps8
ENSMUSG00000027011	ENSMUSP00000113463 	Ube2e3
